,Value
YYYY-28-DD 04:28:SS,188.4756012
YYYY-30-DD 04:30:SS,186.6130066
YYYY-32-DD 04:32:SS,186.976059
YYYY-34-DD 04:34:SS,185.9130707
YYYY-36-DD 04:36:SS,186.8786316
YYYY-38-DD 04:38:SS,192.8100891
YYYY-40-DD 04:40:SS,188.5937805
YYYY-42-DD 04:42:SS,188.5614929
YYYY-44-DD 04:44:SS,187.4106293
YYYY-46-DD 04:46:SS,186.544693
YYYY-48-DD 04:48:SS,186.8732605
YYYY-50-DD 04:50:SS,186.3185272
YYYY-52-DD 04:52:SS,186.0826111
YYYY-54-DD 04:54:SS,188.5600281
YYYY-56-DD 04:56:SS,188.6810303
YYYY-58-DD 04:58:SS,189.5965271
YYYY-00-DD 05:00:SS,187.4489441
YYYY-02-DD 05:02:SS,187.695282
YYYY-04-DD 05:04:SS,185.8978424
YYYY-06-DD 05:06:SS,188.7997589
YYYY-08-DD 05:08:SS,186.7568665
YYYY-10-DD 05:10:SS,186.8970947
YYYY-12-DD 05:12:SS,188.8751678
YYYY-14-DD 05:14:SS,188.7398529
YYYY-16-DD 05:16:SS,188.4810181
YYYY-18-DD 05:18:SS,187.7408295
YYYY-20-DD 05:20:SS,186.8785095
YYYY-22-DD 05:22:SS,187.77771
YYYY-24-DD 05:24:SS,186.7088165
YYYY-26-DD 05:26:SS,186.6978912
YYYY-28-DD 05:28:SS,186.1224213
YYYY-30-DD 05:30:SS,185.7788849
YYYY-32-DD 05:32:SS,187.2927856
YYYY-34-DD 05:34:SS,186.7004242
YYYY-36-DD 05:36:SS,190.441391
YYYY-38-DD 05:38:SS,196.8887482
YYYY-40-DD 05:40:SS,190.2992859
YYYY-42-DD 05:42:SS,188.7114105
YYYY-44-DD 05:44:SS,190.7688446
YYYY-46-DD 05:46:SS,201.4230499
YYYY-48-DD 05:48:SS,188.0175476
YYYY-50-DD 05:50:SS,187.8857422
YYYY-52-DD 05:52:SS,190.4338837
YYYY-54-DD 05:54:SS,190.5369873
YYYY-56-DD 05:56:SS,190.7745972
YYYY-58-DD 05:58:SS,197.3307037
YYYY-00-DD 06:00:SS,188.4142151
YYYY-02-DD 06:02:SS,188.7138214
YYYY-04-DD 06:04:SS,189.4181824
YYYY-06-DD 06:06:SS,189.311676
YYYY-08-DD 06:08:SS,191.4581757
YYYY-10-DD 06:10:SS,194.3075714
YYYY-12-DD 06:12:SS,195.5220795
YYYY-14-DD 06:14:SS,196.5036621
YYYY-16-DD 06:16:SS,199.3452454
YYYY-18-DD 06:18:SS,197.0387878
YYYY-20-DD 06:20:SS,194.4063721
YYYY-22-DD 06:22:SS,195.5369263
YYYY-24-DD 06:24:SS,195.5250397
YYYY-26-DD 06:26:SS,196.568573
YYYY-28-DD 06:28:SS,194.8978882
YYYY-30-DD 06:30:SS,191.2444153
YYYY-32-DD 06:32:SS,190.1049194
YYYY-34-DD 06:34:SS,188.3061218
YYYY-36-DD 06:36:SS,188.2359772
YYYY-38-DD 06:38:SS,188.3021545
YYYY-40-DD 06:40:SS,186.8140106
YYYY-42-DD 06:42:SS,187.3182373
YYYY-44-DD 06:44:SS,190.0854034
YYYY-46-DD 06:46:SS,188.3829041
YYYY-48-DD 06:48:SS,186.3956146
YYYY-50-DD 06:50:SS,186.2253265
YYYY-52-DD 06:52:SS,187.2783203
YYYY-54-DD 06:54:SS,185.9531097
YYYY-56-DD 06:56:SS,185.5274658
YYYY-58-DD 06:58:SS,186.756012
YYYY-00-DD 07:00:SS,188.5188599
YYYY-02-DD 07:02:SS,187.5327148
YYYY-04-DD 07:04:SS,188.1958313
YYYY-06-DD 07:06:SS,187.3770599
YYYY-08-DD 07:08:SS,187.7749329
YYYY-10-DD 07:10:SS,189.0270386
YYYY-12-DD 07:12:SS,188.3377838
YYYY-14-DD 07:14:SS,189.7192688
YYYY-16-DD 07:16:SS,187.4753113
YYYY-18-DD 07:18:SS,187.4960785
YYYY-20-DD 07:20:SS,189.1081696
YYYY-22-DD 07:22:SS,186.7414398
YYYY-24-DD 07:24:SS,187.2514496
YYYY-26-DD 07:26:SS,186.2030182
YYYY-28-DD 07:28:SS,187.501358
YYYY-30-DD 07:30:SS,189.0174103
YYYY-32-DD 07:32:SS,187.0484161
YYYY-34-DD 07:34:SS,187.0148468
YYYY-36-DD 07:36:SS,185.4590302
YYYY-38-DD 07:38:SS,192.9392548
YYYY-40-DD 07:40:SS,184.7870941
YYYY-42-DD 07:42:SS,183.7012634
YYYY-44-DD 07:44:SS,183.4203949
YYYY-46-DD 07:46:SS,185.0449066
YYYY-48-DD 07:48:SS,186.9746094
YYYY-50-DD 07:50:SS,186.3734131
YYYY-52-DD 07:52:SS,184.9544525
YYYY-54-DD 07:54:SS,184.969574
YYYY-56-DD 07:56:SS,184.8391418
YYYY-58-DD 07:58:SS,185.1688385
YYYY-00-DD 08:00:SS,186.3169861
YYYY-02-DD 08:02:SS,187.4299927
YYYY-04-DD 08:04:SS,189.3091125
YYYY-06-DD 08:06:SS,188.5270538
YYYY-08-DD 08:08:SS,189.2984619
YYYY-10-DD 08:10:SS,187.2454224
YYYY-12-DD 08:12:SS,187.1235046
YYYY-14-DD 08:14:SS,186.9827423
YYYY-16-DD 08:16:SS,187.516861
YYYY-18-DD 08:18:SS,187.168335
YYYY-20-DD 08:20:SS,189.6709747
YYYY-22-DD 08:22:SS,189.765213
YYYY-24-DD 08:24:SS,188.7903748
YYYY-26-DD 08:26:SS,146.4088135
YYYY-28-DD 08:28:SS,144.8379669
YYYY-30-DD 08:30:SS,146.5506592
YYYY-32-DD 08:32:SS,145.2054749
YYYY-34-DD 08:34:SS,144.4842834
YYYY-36-DD 08:36:SS,146.0980988
YYYY-38-DD 08:38:SS,145.8836517
YYYY-40-DD 08:40:SS,146.4221802
YYYY-42-DD 08:42:SS,149.3884583
YYYY-44-DD 08:44:SS,153.0439911
YYYY-46-DD 08:46:SS,153.2434692
YYYY-48-DD 08:48:SS,152.2892303
YYYY-50-DD 08:50:SS,153.3686066
YYYY-52-DD 08:52:SS,153.9531555
YYYY-54-DD 08:54:SS,154.977829
YYYY-56-DD 08:56:SS,155.0565491
YYYY-58-DD 08:58:SS,154.6295776
YYYY-00-DD 09:00:SS,161.1950989
YYYY-02-DD 09:02:SS,155.2607422
YYYY-04-DD 09:04:SS,154.7208252
YYYY-06-DD 09:06:SS,154.6277008
YYYY-08-DD 09:08:SS,157.8952026
YYYY-10-DD 09:10:SS,155.6780701
YYYY-12-DD 09:12:SS,155.0459137
YYYY-14-DD 09:14:SS,157.9203186
YYYY-16-DD 09:16:SS,159.2316132
YYYY-18-DD 09:18:SS,159.8743744
YYYY-20-DD 09:20:SS,155.9621124
YYYY-22-DD 09:22:SS,156.2886658
YYYY-24-DD 09:24:SS,157.2748566
YYYY-26-DD 09:26:SS,157.2808228
YYYY-28-DD 09:28:SS,156.8437653
YYYY-30-DD 09:30:SS,156.9483337
YYYY-32-DD 09:32:SS,157.3509827
YYYY-34-DD 09:34:SS,156.539093
YYYY-36-DD 09:36:SS,155.7378082
YYYY-38-DD 09:38:SS,159.2181396
YYYY-40-DD 09:40:SS,168.5293274
YYYY-42-DD 09:42:SS,159.3480988
YYYY-44-DD 09:44:SS,159.5128174
YYYY-46-DD 09:46:SS,155.4861603
YYYY-48-DD 09:48:SS,153.2181549
YYYY-50-DD 09:50:SS,151.9225464
YYYY-52-DD 09:52:SS,159.5080566
YYYY-54-DD 09:54:SS,162.1329803
YYYY-56-DD 09:56:SS,192.7936096
YYYY-58-DD 09:58:SS,215.1966248
YYYY-00-DD 10:00:SS,215.4837952
YYYY-02-DD 10:02:SS,214.8305511
YYYY-04-DD 10:04:SS,215.082962
YYYY-06-DD 10:06:SS,215.3975677
YYYY-08-DD 10:08:SS,221.0322876
YYYY-10-DD 10:10:SS,220.096817
YYYY-12-DD 10:12:SS,220.4255829
YYYY-14-DD 10:14:SS,216.7176971
YYYY-16-DD 10:16:SS,217.312027
YYYY-18-DD 10:18:SS,214.5065155
YYYY-20-DD 10:20:SS,220.1074524
YYYY-22-DD 10:22:SS,218.2271729
YYYY-24-DD 10:24:SS,210.7449188
YYYY-26-DD 10:26:SS,210.9543915
YYYY-28-DD 10:28:SS,210.5890656
YYYY-30-DD 10:30:SS,214.2330322
YYYY-32-DD 10:32:SS,212.6232147
YYYY-34-DD 10:34:SS,213.7071838
YYYY-36-DD 10:36:SS,212.322113
YYYY-38-DD 10:38:SS,212.126709
YYYY-40-DD 10:40:SS,213.5470428
YYYY-42-DD 10:42:SS,219.6101532
YYYY-44-DD 10:44:SS,211.682663
YYYY-46-DD 10:46:SS,210.5277405
YYYY-48-DD 10:48:SS,212.3792572
YYYY-50-DD 10:50:SS,218.2217865
YYYY-52-DD 10:52:SS,214.220993
YYYY-54-DD 10:54:SS,213.4562531
YYYY-56-DD 10:56:SS,214.6424866
YYYY-58-DD 10:58:SS,213.5495758
YYYY-00-DD 11:00:SS,212.5036621
YYYY-02-DD 11:02:SS,213.5567169
YYYY-04-DD 11:04:SS,211.5589752
YYYY-06-DD 11:06:SS,213.2957916
YYYY-08-DD 11:08:SS,210.9459991
YYYY-10-DD 11:10:SS,207.027771
YYYY-12-DD 11:12:SS,207.1022797
YYYY-14-DD 11:14:SS,206.0527191
YYYY-16-DD 11:16:SS,206.2667542
YYYY-18-DD 11:18:SS,206.2444763
YYYY-20-DD 11:20:SS,206.3957825
YYYY-22-DD 11:22:SS,207.4380188
YYYY-24-DD 11:24:SS,206.3450165
YYYY-26-DD 11:26:SS,208.511734
YYYY-28-DD 11:28:SS,207.7078552
YYYY-30-DD 11:30:SS,211.08638
YYYY-32-DD 11:32:SS,211.4036407
YYYY-34-DD 11:34:SS,215.0797272
YYYY-36-DD 11:36:SS,217.9033813
YYYY-38-DD 11:38:SS,216.0596771
YYYY-40-DD 11:40:SS,215.7907715
YYYY-42-DD 11:42:SS,215.5982208
YYYY-44-DD 11:44:SS,215.6523285
YYYY-46-DD 11:46:SS,242.8889465
YYYY-48-DD 11:48:SS,216.719986
YYYY-50-DD 11:50:SS,218.8063049
YYYY-52-DD 11:52:SS,225.8821716
YYYY-54-DD 11:54:SS,226.1519775
YYYY-56-DD 11:56:SS,245.0744476
YYYY-58-DD 11:58:SS,250.319931
YYYY-00-DD 12:00:SS,295.7203064
YYYY-02-DD 12:02:SS,263.817688
YYYY-04-DD 12:04:SS,287.5135498
YYYY-06-DD 12:06:SS,293.9702759
YYYY-08-DD 12:08:SS,284.4414063
YYYY-10-DD 12:10:SS,283.3223267
YYYY-12-DD 12:12:SS,275.7707825
YYYY-14-DD 12:14:SS,277.7232361
YYYY-16-DD 12:16:SS,274.2800903
YYYY-18-DD 12:18:SS,274.4444885
YYYY-20-DD 12:20:SS,271.8254395
YYYY-22-DD 12:22:SS,276.6459045
YYYY-24-DD 12:24:SS,276.6168518
YYYY-26-DD 12:26:SS,275.1543274
YYYY-28-DD 12:28:SS,276.4832458
YYYY-30-DD 12:30:SS,273.4005432
YYYY-32-DD 12:32:SS,277.8314209
YYYY-34-DD 12:34:SS,277.2722473
YYYY-36-DD 12:36:SS,278.2936096
YYYY-38-DD 12:38:SS,282.7834167
YYYY-40-DD 12:40:SS,283.6335144
YYYY-42-DD 12:42:SS,282.7398987
YYYY-44-DD 12:44:SS,284.169281
YYYY-46-DD 12:46:SS,285.5258484
YYYY-48-DD 12:48:SS,284.6895142
YYYY-50-DD 12:50:SS,286.6664734
YYYY-52-DD 12:52:SS,285.692749
YYYY-54-DD 12:54:SS,283.9707336
YYYY-56-DD 12:56:SS,287.7278442
YYYY-58-DD 12:58:SS,285.2532043
YYYY-00-DD 13:00:SS,284.7075806
YYYY-02-DD 13:02:SS,296.0171204
YYYY-04-DD 13:04:SS,295.5461121
YYYY-06-DD 13:06:SS,289.1007385
YYYY-08-DD 13:08:SS,295.1587219
YYYY-10-DD 13:10:SS,293.8516235
YYYY-12-DD 13:12:SS,290.3881226
YYYY-14-DD 13:14:SS,287.8045959
YYYY-16-DD 13:16:SS,279.0236816
YYYY-18-DD 13:18:SS,230.3681641
YYYY-20-DD 13:20:SS,231.312439
YYYY-22-DD 13:22:SS,232.3762207
YYYY-24-DD 13:24:SS,232.6551056
YYYY-26-DD 13:26:SS,232.5536957
YYYY-28-DD 13:28:SS,230.6266632
YYYY-30-DD 13:30:SS,238.5845947
YYYY-32-DD 13:32:SS,239.1311798
YYYY-34-DD 13:34:SS,240.4642181
YYYY-36-DD 13:36:SS,237.1608887
YYYY-38-DD 13:38:SS,245.4670105
YYYY-40-DD 13:40:SS,238.5437927
YYYY-42-DD 13:42:SS,240.9577484
YYYY-44-DD 13:44:SS,234.6946716
YYYY-46-DD 13:46:SS,235.7698059
YYYY-48-DD 13:48:SS,233.144989
YYYY-50-DD 13:50:SS,233.6969604
YYYY-52-DD 13:52:SS,235.6002197
YYYY-54-DD 13:54:SS,231.6208344
YYYY-56-DD 13:56:SS,235.1780701
YYYY-58-DD 13:58:SS,229.229538
YYYY-00-DD 14:00:SS,228.8163605
YYYY-02-DD 14:02:SS,229.2519379
YYYY-04-DD 14:04:SS,226.8997498
YYYY-06-DD 14:06:SS,222.4381409
YYYY-08-DD 14:08:SS,223.0041351
YYYY-10-DD 14:10:SS,220.7032776
YYYY-12-DD 14:12:SS,220.4211121
YYYY-14-DD 14:14:SS,219.7899323
YYYY-16-DD 14:16:SS,218.492218
YYYY-18-DD 14:18:SS,225.9464874
YYYY-20-DD 14:20:SS,219.792923
YYYY-22-DD 14:22:SS,214.3973846
YYYY-24-DD 14:24:SS,214.9234009
YYYY-26-DD 14:26:SS,213.34375
YYYY-28-DD 14:28:SS,216.3834076
YYYY-30-DD 14:30:SS,216.7917633
YYYY-32-DD 14:32:SS,217.0786743
YYYY-34-DD 14:34:SS,220.5497131
YYYY-36-DD 14:36:SS,218.3537445
YYYY-38-DD 14:38:SS,215.3136292
YYYY-40-DD 14:40:SS,217.7163086
YYYY-42-DD 14:42:SS,215.2546692
YYYY-44-DD 14:44:SS,213.0709381
YYYY-46-DD 14:46:SS,223.6833649
YYYY-48-DD 14:48:SS,219.1530762
YYYY-50-DD 14:50:SS,217.5047607
YYYY-52-DD 14:52:SS,218.9381256
YYYY-54-DD 14:54:SS,216.4594269
YYYY-56-DD 14:56:SS,218.8925171
YYYY-58-DD 14:58:SS,218.0231323
YYYY-00-DD 15:00:SS,216.3037567
YYYY-02-DD 15:02:SS,220.6842499
YYYY-04-DD 15:04:SS,223.6190948
YYYY-06-DD 15:06:SS,216.1235657
YYYY-08-DD 15:08:SS,225.6202545
YYYY-10-DD 15:10:SS,218.5098724
YYYY-12-DD 15:12:SS,215.3713379
YYYY-14-DD 15:14:SS,215.1183014
YYYY-16-DD 15:16:SS,216.2776337
YYYY-18-DD 15:18:SS,214.3097076
YYYY-20-DD 15:20:SS,216.1312256
YYYY-22-DD 15:22:SS,212.0417175
YYYY-24-DD 15:24:SS,222.2354431
YYYY-26-DD 15:26:SS,220.1981201
YYYY-28-DD 15:28:SS,214.6566315
YYYY-30-DD 15:30:SS,215.1096649
YYYY-32-DD 15:32:SS,218.2315826
YYYY-34-DD 15:34:SS,215.4577026
YYYY-36-DD 15:36:SS,225.7151031
YYYY-38-DD 15:38:SS,218.9333038
YYYY-40-DD 15:40:SS,223.2567749
YYYY-42-DD 15:42:SS,215.5946808
YYYY-44-DD 15:44:SS,218.0653229
YYYY-46-DD 15:46:SS,232.0003967
YYYY-48-DD 15:48:SS,220.7225189
YYYY-50-DD 15:50:SS,220.2888336
YYYY-52-DD 15:52:SS,216.5063171
YYYY-54-DD 15:54:SS,217.401062
YYYY-56-DD 15:56:SS,221.0057983
YYYY-58-DD 15:58:SS,217.8294525
YYYY-00-DD 16:00:SS,219.6064758
YYYY-02-DD 16:02:SS,220.4155273
YYYY-04-DD 16:04:SS,215.9922485
YYYY-06-DD 16:06:SS,212.7319794
YYYY-08-DD 16:08:SS,221.2489319
YYYY-10-DD 16:10:SS,217.759613
YYYY-12-DD 16:12:SS,218.6233521
YYYY-14-DD 16:14:SS,213.7518158
YYYY-16-DD 16:16:SS,211.5945587
YYYY-18-DD 16:18:SS,214.0224762
YYYY-20-DD 16:20:SS,213.1202393
YYYY-22-DD 16:22:SS,213.030014
YYYY-24-DD 16:24:SS,222.2689209
YYYY-26-DD 16:26:SS,218.1336823
YYYY-28-DD 16:28:SS,216.8578644
YYYY-30-DD 16:30:SS,214.7950134
YYYY-32-DD 16:32:SS,222.7257385
YYYY-34-DD 16:34:SS,217.0352631
YYYY-36-DD 16:36:SS,215.1304169
YYYY-38-DD 16:38:SS,218.1632538
YYYY-40-DD 16:40:SS,219.5744019
YYYY-42-DD 16:42:SS,230.5256653
YYYY-44-DD 16:44:SS,217.9643555
YYYY-46-DD 16:46:SS,225.7372284
YYYY-48-DD 16:48:SS,224.9944
YYYY-50-DD 16:50:SS,218.2427368
YYYY-52-DD 16:52:SS,215.6881104
YYYY-54-DD 16:54:SS,217.052887
YYYY-56-DD 16:56:SS,221.8955231
YYYY-58-DD 16:58:SS,226.3212891
YYYY-00-DD 17:00:SS,223.555954
YYYY-02-DD 17:02:SS,223.0562744
YYYY-04-DD 17:04:SS,226.7654572
YYYY-06-DD 17:06:SS,227.0100708
YYYY-08-DD 17:08:SS,222.2437897
YYYY-10-DD 17:10:SS,220.2507935
YYYY-12-DD 17:12:SS,231.2620087
YYYY-14-DD 17:14:SS,221.3493042
YYYY-16-DD 17:16:SS,225.1770782
YYYY-18-DD 17:18:SS,222.9910278
YYYY-20-DD 17:20:SS,238.8900909
YYYY-22-DD 17:22:SS,228.514328
YYYY-24-DD 17:24:SS,224.9909363
YYYY-26-DD 17:26:SS,223.7339325
YYYY-28-DD 17:28:SS,226.5745544
YYYY-30-DD 17:30:SS,225.7475891
YYYY-32-DD 17:32:SS,228.3580933
YYYY-34-DD 17:34:SS,225.2007751
YYYY-36-DD 17:36:SS,225.6698608
YYYY-38-DD 17:38:SS,227.8339844
YYYY-40-DD 17:40:SS,228.7872467
YYYY-42-DD 17:42:SS,229.5320129
YYYY-44-DD 17:44:SS,228.3432007
YYYY-46-DD 17:46:SS,228.918457
YYYY-48-DD 17:48:SS,228.7672424
YYYY-50-DD 17:50:SS,223.3504181
YYYY-52-DD 17:52:SS,223.6665802
YYYY-54-DD 17:54:SS,220.0536652
YYYY-56-DD 17:56:SS,222.761734
YYYY-58-DD 17:58:SS,221.9957123
YYYY-00-DD 18:00:SS,225.0259399
YYYY-02-DD 18:02:SS,223.8610229
YYYY-04-DD 18:04:SS,221.4266968
YYYY-06-DD 18:06:SS,223.5575409
YYYY-08-DD 18:08:SS,219.2858276
YYYY-10-DD 18:10:SS,221.3047638
YYYY-12-DD 18:12:SS,233.9104156
YYYY-14-DD 18:14:SS,222.9642334
YYYY-16-DD 18:16:SS,239.645813
YYYY-18-DD 18:18:SS,228.4484406
YYYY-20-DD 18:20:SS,228.0255585
YYYY-22-DD 18:22:SS,229.7298889
YYYY-24-DD 18:24:SS,229.6274872
YYYY-26-DD 18:26:SS,229.0513763
YYYY-28-DD 18:28:SS,227.2852173
YYYY-30-DD 18:30:SS,236.5814056
YYYY-32-DD 18:32:SS,225.9890442
YYYY-34-DD 18:34:SS,226.3459015
YYYY-36-DD 18:36:SS,229.1941528
YYYY-38-DD 18:38:SS,226.5160522
YYYY-40-DD 18:40:SS,235.5656738
YYYY-42-DD 18:42:SS,224.1384888
YYYY-44-DD 18:44:SS,224.3423157
YYYY-46-DD 18:46:SS,230.3076782
YYYY-48-DD 18:48:SS,230.8891449
YYYY-50-DD 18:50:SS,227.2582397
YYYY-52-DD 18:52:SS,230.8797302
YYYY-54-DD 18:54:SS,228.5549316
YYYY-56-DD 18:56:SS,228.6140594
YYYY-58-DD 18:58:SS,230.1686249
YYYY-00-DD 19:00:SS,236.5155792
YYYY-02-DD 19:02:SS,231.5748749
YYYY-04-DD 19:04:SS,235.166626
YYYY-06-DD 19:06:SS,232.5618896
YYYY-08-DD 19:08:SS,235.2057495
YYYY-10-DD 19:10:SS,231.851532
YYYY-12-DD 19:12:SS,238.4486542
YYYY-14-DD 19:14:SS,230.7696228
YYYY-16-DD 19:16:SS,235.552597
YYYY-18-DD 19:18:SS,234.2298431
YYYY-20-DD 19:20:SS,235.7771149
YYYY-22-DD 19:22:SS,237.4011993
YYYY-24-DD 19:24:SS,241.0067444
YYYY-26-DD 19:26:SS,236.1729279
YYYY-28-DD 19:28:SS,231.5042725
YYYY-30-DD 19:30:SS,232.0175934
YYYY-32-DD 19:32:SS,235.0198212
YYYY-34-DD 19:34:SS,231.6791382
YYYY-36-DD 19:36:SS,231.1543427
YYYY-38-DD 19:38:SS,232.5967865
YYYY-40-DD 19:40:SS,234.4937592
YYYY-42-DD 19:42:SS,232.4683075
YYYY-44-DD 19:44:SS,231.1354218
YYYY-46-DD 19:46:SS,230.1794128
YYYY-48-DD 19:48:SS,237.1176605
YYYY-50-DD 19:50:SS,236.7336884
YYYY-52-DD 19:52:SS,231.789856
YYYY-54-DD 19:54:SS,236.0467834
YYYY-56-DD 19:56:SS,231.5746613
YYYY-58-DD 19:58:SS,234.4977722
YYYY-00-DD 20:00:SS,228.2820587
YYYY-02-DD 20:02:SS,229.634903
YYYY-04-DD 20:04:SS,236.8694153
YYYY-06-DD 20:06:SS,238.7562866
YYYY-08-DD 20:08:SS,226.8996582
YYYY-10-DD 20:10:SS,228.4377289
YYYY-12-DD 20:12:SS,233.4585571
YYYY-14-DD 20:14:SS,226.6954041
YYYY-16-DD 20:16:SS,227.9024353
YYYY-18-DD 20:18:SS,231.3233185
YYYY-20-DD 20:20:SS,228.8163147
YYYY-22-DD 20:22:SS,227.3389282
YYYY-24-DD 20:24:SS,227.2703552
YYYY-26-DD 20:26:SS,221.3473816
YYYY-28-DD 20:28:SS,222.0935059
YYYY-30-DD 20:30:SS,230.3699036
YYYY-32-DD 20:32:SS,222.9463654
YYYY-34-DD 20:34:SS,223.6132202
YYYY-36-DD 20:36:SS,222.7789917
YYYY-38-DD 20:38:SS,220.4480133
YYYY-40-DD 20:40:SS,226.464447
YYYY-42-DD 20:42:SS,223.2593384
YYYY-44-DD 20:44:SS,229.0927124
YYYY-46-DD 20:46:SS,231.5707703
YYYY-48-DD 20:48:SS,230.3757935
YYYY-50-DD 20:50:SS,229.4834595
YYYY-52-DD 20:52:SS,227.8574677
YYYY-54-DD 20:54:SS,221.9327698
YYYY-56-DD 20:56:SS,221.2268524
YYYY-58-DD 20:58:SS,223.394516
YYYY-00-DD 21:00:SS,222.6764221
YYYY-02-DD 21:02:SS,229.8275452
YYYY-04-DD 21:04:SS,224.4455261
YYYY-06-DD 21:06:SS,225.2812347
YYYY-08-DD 21:08:SS,223.0314331
YYYY-10-DD 21:10:SS,225.4024048
YYYY-12-DD 21:12:SS,231.0813293
YYYY-14-DD 21:14:SS,231.2805481
YYYY-16-DD 21:16:SS,229.3158722
YYYY-18-DD 21:18:SS,228.1563721
YYYY-20-DD 21:20:SS,229.5099335
YYYY-22-DD 21:22:SS,227.1948853
YYYY-24-DD 21:24:SS,245.2584381
YYYY-26-DD 21:26:SS,233.1274109
YYYY-28-DD 21:28:SS,231.1916046
YYYY-30-DD 21:30:SS,228.338028
YYYY-32-DD 21:32:SS,228.19487
YYYY-34-DD 21:34:SS,228.4910431
YYYY-36-DD 21:36:SS,227.9670715
YYYY-38-DD 21:38:SS,223.7279968
YYYY-40-DD 21:40:SS,222.7653656
YYYY-42-DD 21:42:SS,224.4608154
YYYY-44-DD 21:44:SS,229.2211456
YYYY-46-DD 21:46:SS,228.649292
YYYY-48-DD 21:48:SS,227.3246918
YYYY-50-DD 21:50:SS,228.6932831
YYYY-52-DD 21:52:SS,226.8049774
YYYY-54-DD 21:54:SS,227.3326569
YYYY-56-DD 21:56:SS,225.6139221
YYYY-58-DD 21:58:SS,224.8718414
YYYY-00-DD 22:00:SS,229.2345581
YYYY-02-DD 22:02:SS,228.5021667
YYYY-04-DD 22:04:SS,230.6807251
YYYY-06-DD 22:06:SS,229.8764191
YYYY-08-DD 22:08:SS,230.0164795
YYYY-10-DD 22:10:SS,231.9739227
YYYY-12-DD 22:12:SS,229.6855469
YYYY-14-DD 22:14:SS,229.4174652
YYYY-16-DD 22:16:SS,232.1114197
YYYY-18-DD 22:18:SS,228.9836273
YYYY-20-DD 22:20:SS,227.2642059
YYYY-22-DD 22:22:SS,230.1238556
YYYY-24-DD 22:24:SS,228.7138977
YYYY-26-DD 22:26:SS,228.4724579
YYYY-28-DD 22:28:SS,228.2054138
YYYY-30-DD 22:30:SS,228.4014893
YYYY-32-DD 22:32:SS,231.1794128
YYYY-34-DD 22:34:SS,229.2474365
YYYY-36-DD 22:36:SS,231.8511963
YYYY-38-DD 22:38:SS,231.7532654
YYYY-40-DD 22:40:SS,227.9595032
YYYY-42-DD 22:42:SS,227.3392181
YYYY-44-DD 22:44:SS,227.9726105
YYYY-46-DD 22:46:SS,227.6123657
YYYY-48-DD 22:48:SS,224.9123077
YYYY-50-DD 22:50:SS,226.0113678
YYYY-52-DD 22:52:SS,225.146347
YYYY-54-DD 22:54:SS,225.1281433
YYYY-56-DD 22:56:SS,221.0161896
YYYY-58-DD 22:58:SS,229.1265869
YYYY-00-DD 23:00:SS,224.9873047
YYYY-02-DD 23:02:SS,225.6729126
YYYY-04-DD 23:04:SS,221.8934326
YYYY-06-DD 23:06:SS,224.6892548
YYYY-08-DD 23:08:SS,224.9590607
YYYY-10-DD 23:10:SS,226.3233032
YYYY-12-DD 23:12:SS,225.6141357
YYYY-14-DD 23:14:SS,223.9786224
YYYY-16-DD 23:16:SS,223.1703033
YYYY-18-DD 23:18:SS,222.1937714
YYYY-20-DD 23:20:SS,224.3273926
YYYY-22-DD 23:22:SS,225.6110687
YYYY-24-DD 23:24:SS,224.7214508
YYYY-26-DD 23:26:SS,223.927475
YYYY-28-DD 23:28:SS,224.3671722
YYYY-30-DD 23:30:SS,222.104126
YYYY-32-DD 23:32:SS,224.4497681
YYYY-34-DD 23:34:SS,225.0923157
YYYY-36-DD 23:36:SS,223.8312073
YYYY-38-DD 23:38:SS,225.1388245
YYYY-40-DD 23:40:SS,227.1940765
YYYY-42-DD 23:42:SS,226.8718719
YYYY-44-DD 23:44:SS,224.8762512
YYYY-46-DD 23:46:SS,226.3177643
YYYY-48-DD 23:48:SS,228.4001617
YYYY-50-DD 23:50:SS,228.9422913
YYYY-52-DD 23:52:SS,230.1820679
YYYY-54-DD 23:54:SS,231.032959
YYYY-56-DD 23:56:SS,227.8264465
YYYY-58-DD 23:58:SS,226.7185364
YYYY-00-DD 00:00:SS,224.8748016
YYYY-02-DD 00:02:SS,225.2769012
YYYY-04-DD 00:04:SS,228.8453674
YYYY-06-DD 00:06:SS,224.1445007
YYYY-08-DD 00:08:SS,224.8967133
YYYY-10-DD 00:10:SS,226.0252533
YYYY-12-DD 00:12:SS,224.8118744
YYYY-14-DD 00:14:SS,223.7611542
YYYY-16-DD 00:16:SS,222.4550323
YYYY-18-DD 00:18:SS,224.9549866
YYYY-20-DD 00:20:SS,222.6938629
YYYY-22-DD 00:22:SS,223.2900391
YYYY-24-DD 00:24:SS,226.6480408
YYYY-26-DD 00:26:SS,227.1736603
YYYY-28-DD 00:28:SS,228.8153381
YYYY-30-DD 00:30:SS,228.0758972
YYYY-32-DD 00:32:SS,224.571106
YYYY-34-DD 00:34:SS,223.0938873
YYYY-36-DD 00:36:SS,225.3045044
YYYY-38-DD 00:38:SS,222.8764496
YYYY-40-DD 00:40:SS,224.2357178
YYYY-42-DD 00:42:SS,222.9738922
YYYY-44-DD 00:44:SS,222.2192993
YYYY-46-DD 00:46:SS,221.3397064
YYYY-48-DD 00:48:SS,218.7195587
